#mGo	mLSP\ISRweight\ISRweight_up\ISRweight_down
2300	1400	1.124200	1.058477	1.198626
1850	1600	1.123005	1.057947	1.196589
1750	950	1.129730	1.060923	1.208081
2050	1450	1.114375	1.054100	1.181961
1850	1000	1.129199	1.060688	1.207172
2000	800	1.141271	1.065986	1.227999
2300	1550	1.117326	1.055419	1.186947
800	575	1.151476	1.070419	1.245814
1850	1450	1.112446	1.053236	1.178710
1100	500	1.138182	1.064636	1.222642
2250	1450	1.120026	1.056621	1.191525
2200	1200	1.127066	1.059745	1.203520
1700	750	1.136621	1.063953	1.219944
1250	0	1.161611	1.074781	1.263704
1250	600	1.136499	1.063899	1.219733
1500	1050	1.123757	1.058280	1.197871
1450	450	1.145922	1.068011	1.236095
1350	550	1.140074	1.065463	1.225920
2000	1250	1.123098	1.057988	1.196748
2300	0	1.174398	1.080224	1.286559
1300	1075	1.143154	1.066808	1.231270
1550	100	1.162491	1.075157	1.265268
1000	550	1.135013	1.063247	1.217169
1800	600	1.145718	1.067923	1.235738
1700	1450	1.127955	1.060139	1.205039
1900	1600	1.114903	1.054337	1.182852
2200	1350	1.124366	1.058550	1.198909
1800	1500	1.118476	1.055933	1.188895
1550	600	1.139504	1.065214	1.224932
1050	350	1.142115	1.066355	1.229464
2150	300	1.162245	1.075051	1.264832
1250	750	1.130412	1.061224	1.209251
850	500	1.133596	1.062625	1.214727
2100	800	1.142359	1.066461	1.229889
600	0	1.137283	1.064242	1.221089
1850	500	1.146444	1.068239	1.237006
1800	1150	1.122493	1.057719	1.195717
1050	800	1.144557	1.067418	1.233712
1850	950	1.133172	1.062439	1.213996
2300	1300	1.127403	1.059895	1.204096
1750	800	1.137429	1.064307	1.221340
2300	100	1.172674	1.079495	1.283460
1400	700	1.134338	1.062951	1.216003
1200	200	1.152796	1.070990	1.248134
1600	850	1.132226	1.062024	1.212367
1400	100	1.161659	1.074801	1.263790
1350	500	1.141074	1.065901	1.227656
800	0	1.148866	1.069288	1.241241
2000	500	1.152112	1.070694	1.246931
1900	1500	1.110910	1.052547	1.176125
1450	700	1.135062	1.063268	1.217252
1950	1600	1.108123	1.051294	1.171447
1450	1000	1.124780	1.058734	1.199615
1500	100	1.163273	1.075492	1.266658
1300	950	1.126062	1.059302	1.201804
1750	1100	1.125748	1.059163	1.201267
1250	1025	1.144448	1.067371	1.233522
1500	1000	1.125143	1.058895	1.200235
